Co-term,女,母,妻,婦,姊,妃,婢,姒,媼,嫗,嫂,姬,妾,尼,嬪,妹,乳母,夫人,女子,室女,少女,帝后,後母,玉女,王后,皇后,美人,美女,貴人,皇太后,王,子,公,侯,君,臣,兵,帝,士,父,孫,伯,皇,叔,辟,賓,男,昆,兒,宦,友,俠,翁,童,孽,舅,紳,官,卿,吏,師,兄,叟,婿,甥,儐,娣,哥,丈夫,世子,中尉,列侯,力士,勇士,匹夫,博士,叔父,史官,司寇,司徒,君子,大夫,大王,大理,大臣,天王,天皇,天子,太公,太后,太子,太守,子嗣,孝子,孽子,帝王,次子,武士,王子,男子,皇子,皇帝,秀才,童子,老父,兒子,伯父,士大夫,大丈夫,太史公,皇太子,Fem,Target,Total
Pinyin,f_nǚ,f_mǔ,f_qī,f_fù,f_zǐ,f_fēi,f_bì,f_sì,f_ǎo,f_yù,f_sǎo,f_jī,f_qiè,f_ní,f_pin,f_mèi,f_rǔmǔ,f_fūren,f_nǚzǐ,f_shìnǚ,f_shàonǚ,f_dìhòu,f_hòumǔ,f_yùnǚ,f_wánghòu,f_huánghòu,f_měirén,f_měinǚ,f_guiren,f_huángtàihòu,m_wáng,m_zǐ,m_gōng,m_hóu,m_jūn,m_chén,m_bīng,m_dì,m_shì,m_fù,m_sūn,m_bà,m_huáng,m_shū,m_bì,m_bīn,m_nán,m_kūn,m_ér,m_huàn,m_yǒu,m_xiá,m_wēng,m_tóng,m_niè,m_jiù,m_shēn,m_guān,m_qīng,m_lì,m_shī,m_xiōng,m_sǒu,m_xù,m_shēng,m_bīn,m_dì,m_gē,m_zhàngfu,m_shìzǐ,m_zhōngwèi,m_lièhóu,m_lìshì,m_yǒngshì,m_pǐfū,m_bóshì,m_shūfù,m_shǐguān,m_sīkòu,m_sītú,m_jūnzǐ,m_dàfū,m_dàwáng,m_dàlǐ,m_dàchén,m_tiānwáng,m_tiānhuáng,m_tiānzǐ,m_tàigōng,m_tàihòu,m_tàizǐ,m_tàishǒu,m_zǐsì,m_xiàozǐ,m_nièzǐ,m_dìwáng,m_cìzǐ,m_wǔshì,m_wángzǐ,m_nánzǐ,m_huángzǐ,m_huángdì,m_xiùcai,m_tóngzǐ,m_lǎofù,m_erzi,m_bófù,m_shìdàfū,m_dàzhàngfu,m_tàishǐgōng,m_huángtàizǐ,Count,Count,Count
言,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,109,563
可,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,105,525
績,1,1,1,1,,1,1,,,,,,1,1,1,,,1,1,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,1,,,1,1,,1,1,1,,1,1,,1,1,1,1,1,1,,,,,1,,1,1,,1,,,,,,1,,,,12,60,193
三,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,108,578
年,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,107,594
矣,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,22,98,468
登,1,1,1,1,,1,,,,,1,1,1,1,1,1,,1,1,,,,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,1,1,,1,1,1,1,1,,,,1,1,1,1,1,18,86,325
位,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,25,102,472
乃,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,110,573
內,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,,,,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,23,101,496
使,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,27,104,556
九,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,,,1,,1,1,26,99,462
男,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,,1,1,,,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,,,1,,1,1,1,1,,1,,,,,,1,1,24,87,343
與,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,109,604
處,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,25,100,389
外,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,1,1,,1,1,27,103,485
不,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,111,683
敢,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,,,1,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,23,98,401
貴,1,1,1,1,1,1,1,,1,,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,25,99,463
驕,1,1,1,1,1,1,,1,,1,1,1,1,,1,1,,1,,,,,,,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,,,1,1,,1,,,,,,,,1,1,1,1,1,,,1,,1,1,1,,,,1,,,,1,1,1,,,,,,1,,1,1,17,70,233
親,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,25,103,494
戚,1,1,1,1,1,1,1,,,,,1,1,1,1,1,,1,1,,,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,,1,1,1,,1,1,1,,,,1,1,1,1,1,,,1,1,1,1,1,,,,1,,,1,,1,1,,1,,,,1,1,1,1,21,81,305
甚,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,1,1,26,99,448
道,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,25,104,509
象,1,1,1,1,,1,,,,,,1,1,1,1,,,1,1,,,,,1,,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,,,,1,1,,,1,,,,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,,1,,1,1,,,,,1,1,,,1,14,73,260
父,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,29,106,537
母,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,,1,28,101,495
分,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,1,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,,,,1,,1,1,22,93,413
琴,1,1,1,,1,1,,,,,,1,1,,,,,1,,,,,1,,,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,1,,,,1,1,1,1,1,,,,,,,,,,,,1,,,,,,1,1,1,,,,,,1,,1,1,1,,,,,,,,,1,1,,,,,1,1,,1,,12,51,133
取,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,26,100,429
牛,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,,1,1,,,,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,1,1,1,,,1,,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,,1,1,1,1,,,,,,1,,1,1,20,85,307
羊,1,1,1,1,,1,1,,,,1,,,1,,1,,1,1,,,,,1,,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,,,,,,1,,1,1,,1,,1,,,,1,1,1,1,1,1,,,1,,1,1,1,,,,1,1,,1,1,1,1,,1,,,,1,,1,1,14,70,246
倉,1,1,1,1,,,1,,,,,,1,1,,1,,1,,,,,1,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,,1,1,,1,1,1,1,1,,1,1,,,1,1,1,1,1,1,,,1,1,1,1,1,1,,,1,,1,1,1,1,1,,1,,,,1,,,,13,74,237
廩,1,1,1,1,,1,1,,,,,1,1,1,1,,,1,,,,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,1,,,,1,1,1,1,,1,,,,,,,1,,,1,1,,1,,,,,1,1,,1,1,,,1,1,,1,1,,1,,1,1,,,,,1,,,,,,1,,1,,12,56,151
予,1,1,1,1,,1,1,,1,,,1,1,1,1,1,,1,1,,,,1,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,1,,,,,1,1,1,,,,1,1,1,,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,1,1,,1,,,1,1,,1,,1,1,,1,1,19,80,251
十,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,109,600
人,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,111,662
敬,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,,,1,1,1,,,1,23,92,366
哉,1,1,1,1,1,1,1,,,,,,1,1,1,1,,1,1,,,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,1,,,,,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,,1,,1,1,1,1,1,,17,83,334
惟,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,,1,1,,,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,,,,,1,,1,1,22,92,357
時,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,30,108,576
相,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,27,107,553
天,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,110,588
命,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,24,102,488
禹,1,1,1,1,1,,1,1,1,1,,,,1,,1,,1,,,,,,,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,,,,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,,,1,1,,1,,,,,1,,,1,1,14,73,248
平,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,1,,1,1,27,102,497
水,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,,1,1,,,1,,,1,23,90,374
土,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,,,,1,,1,1,24,93,363
維,1,1,1,1,1,1,,,1,,,,,1,1,,,1,1,,,,,,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,1,,,,,,,1,1,,,,1,1,,1,1,1,,1,,1,1,1,1,1,,1,1,,,,1,1,,,,,,1,,1,1,14,70,214
勉,1,1,1,1,1,1,,,,,,,,1,1,,,1,,,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,1,1,1,,,1,1,1,1,1,1,1,,,,1,,1,,1,,1,1,1,,1,1,1,1,1,,1,1,,,1,,1,1,1,,1,,,,,,1,,1,,,,,,1,,1,1,11,63,197
往,1,1,1,1,1,1,1,,1,,,1,1,1,1,1,,1,1,1,,1,1,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,1,1,1,1,,1,,,,1,1,1,1,22,94,390
視,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,,1,,,1,1,1,1,,,,,,1,1,1,1,26,92,373
爾,1,1,1,1,1,1,1,,,1,,1,1,1,1,,,1,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,,1,,1,1,1,,,1,1,1,,1,1,,,1,1,1,1,1,1,1,,1,,,1,1,1,1,1,1,,,1,1,1,,1,15,78,260
致,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,1,,,1,1,1,1,,1,,,1,1,1,,1,24,94,401
行,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,109,545
謂,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,103,497
亦,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,105,505
欲,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,107,522
左,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,26,103,460
右,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,23,99,444
